Title,Description,Subject,Date,Collection,Institution,Thumbnail,Link
He Is Dug Up (UNIFON - Hupa),An English transcription of an oral history of a major mythical Hupa character. ; Learning Object,UNIFON ; Karuk ; Hupa ; Center for Indian Community Development ; Indian languages ; Indian mythology ; Bilingual Emphasis Program ; Hupa legends ; California Indians ; Yurok ; CICD ; Tolowa ; Native Language and Culture Project ; Hoopa ; CCD ; Center for Community Development ; Humboldt State University ; Native American ; Wiyot ; Hupa stories ; HSU,1981,campus:Humboldt,Cal Poly Humboldt Special Collections,https://scholarworks.calstate.edu/downloads/k643b350c?file=thumbnail,http://hdl.handle.net/2148/1290
Environmental and psychological influences of residential common spaces on university students,"This project looked at ways in which college students use common areas in traditional residence halls. Previous research and theory shows that students' success is based on both their academic and social integration into a university. For students living on campus, residence halls play an integral role in both. In Spring 2007, I did a project in a research course which provided the foundation to frame this thesis. Using qualitative methods of site examination, interviews, long observations, and snap-shot observations, I collected information to understand how students use common areas. After a process of coding and data analysis, the themes that emerged from all the forms of data collection were territorial behaviors, the development of social networks, use of resources, study habits, activities, and multitasking. These themes, in conjunction with previous theory and research, provide groundwork for furthering the design of common areas and implications for further research. ; Thesis (M.A.)--Humboldt State University, Education, 2008",Environmental behavior ; Residence halls ; Common areas ; Humboldt State University -- Theses -- Education,2008,campus:Humboldt,Cal Poly Humboldt Special Collections,https://scholarworks.calstate.edu/downloads/mp48sg01n?file=thumbnail,http://hdl.handle.net/2148/381
A model of the longterm persistence of the valley elderberry longhorn beetle,"The valley elderberry longhorn beetle (VELB) lives in elderberry bushes in the Central Valley of California. It is threatened under the Endangered Species Act and is also of theoretical interest because it persists at low densities in a patchy landscape. It is thought to exhibit many of the characteristics of a classical metapopulation. The life cycle of VELB consists of eggs, larvae and adults. Beetles are eggs for a few days, larvae for one or two years, and adults for a few weeks. The larvae live inside and eat the pith of elderberry stems (Talley, 2005). Since, VELB exist in small local populations, we propose stochastic migration and reproduction could be important to the long term persistence of the VELB. We study how habitat configuration, dispersal range and density dependence may effect the persistence of the VELB. We develop a stochastic two age structured model; the Adults can migrate, and the Juveniles cannot. There is density dependence on the eggs and early larval stage. In our model, beetles tend to stay on the bush they were born on. We run simulations to study the effects of differing types of density dependence, differing variations of our migration rule, and different habitat configurations. We found that having a lot of patches allows beetles to persist in a landscape over many years. We also found that not all bushes must be occupied for the the population to persist. The implications of our results for conservation are consistent with existing management plans. ; Thesis (M.S.)--Humboldt State University, Environmental Systems: Mathematical Modeling, 2009",Humboldt State University -- Theses -- Mathematical Modeling ; Metapopulation ; Valley elderberry longhorn beetle,2010,campus:Humboldt,Cal Poly Humboldt Special Collections,https://scholarworks.calstate.edu/downloads/dn39x387d?file=thumbnail,http://hdl.handle.net/2148/543
An assessment of the native invertebrate pollinator community and floral sources in grasslands of eastern North Dakota,"Pollinators are critical for the proper functioning of natural ecosystems and they benefit or are required by many agricultural crops. Despite their importance, there is little information available to enhance restoration efforts or manage habitats to benefit pollinators, especially for native species. My study was conceived to determine the abundance, richness and diet breadth of native invertebrate pollinators using native and restored prairie grasslands in the prairie pothole region (PPR) of eastern North Dakota. I compared native pollinators on native grasslands managed by the U.S. Fish and Wildlife Service (FWS) and on Conservation Reserve Program (CRP) grasslands because they collectively constitute the largest land area of potential pollinator habitat in the United States PPR. Using vane traps and collecting pollinators visiting individual flowers, I evaluated change in species abundance, richness and pollinator/plant interactions biweekly from May to September in 2012 and 2013. I did not detect a significant difference in native pollinator abundance or richness between native and restored prairie grasslands. However, I did detect a decrease in native pollinator and a higher species turnover in CRP grasslands relative to my native grassland sites in 2013. Pollinator richness and abundance changed among seasons and locations, likely due to diverse pollinator taxa responding to temporal and spatial variations in the floral community. In total, I observed 283 interactions corresponding to 55 plant taxa and 31 native bee taxa resulting in 177 unique links. Interactions and links were significantly higher on native grasslands, likely reflecting the higher diversity of blooming forbs in native prairie grasslands relative to CRP. Native bees were caught mostly on native plants in native grasslands and on introduced plant species on my CRP sites. My study suggests that pollinator abundance and richness in restored grasslands was similar to that in native grasslands. However, the floral composition varied by grassland type and CRP grasslands may not be as effective at providing stable pollinator habitat. My analyses of pollen loads of individual pollinators identified 53 plant species that could be added to seed mixtures to diversify native and restored sites for pollinators. Similarly, identifying management disturbances for native grasslands and mature CRP restorations would increase the diversity of plant species important to native pollinators to enhance the overall value to a diverse pollinator community. ; Thesis (M.S.)--Humboldt State University, Natural Resources: Wildlife, 2015",Grassland ; Pollinators ; Floral sources ; CRP ; Bees ; North Dakota ; Prairie ; Pollen ; Humboldt State College -- Theses -- Wildlife ; Native,2015,campus:Humboldt,Cal Poly Humboldt Special Collections,https://scholarworks.calstate.edu/downloads/fb494b686?file=thumbnail,http://hdl.handle.net/10211.3/163029
Mathematical modeling of fluctuations in human height : the role of gender equality and equitable mate selection,"The rapid increase in European height during the mid to late nineteenth century has yet to be fully explained. Improved nutrition and decreased pathogen exposure can account for some, but not all of the observed increase in average height for particular European countries during this period. A new model is proposed that incorporates evolved psychological preferences for taller mates in addition to effects of improved nutrition and sanitation. In humans, height correlates positively with social status, economic well-being and reproductive success, and the preference for height in human mate selection shows key hallmarks of an evolved psychological trait that arose through sexual selection. However, cultural practices can sometimes override evolved psychological traits. I argue that practices such as arranged marriages and political disenfranchisement of women, which were common in Europe until late 19th century, suppressed the effect of sexual selection for height. However, as European cultures became more socially progressive, sexual equality increased, allowing innate mate selection preferences to be expressed more fully. I use a cultural historical analysis and population genetics modeling to show that, in three European countries, average height increased rapidly after cultural changes that led to greater freedom in female mate selection, and that the rate and degree of height increase fits well what would be expected from a sexual selection process. Sweden and Portugal are used as case studies to test the relationship between gender equality and the expression of sexual selection for height. Archival records of population heights and distributions were collected from previous studies, military registries, government censuses and statistical records. Using estimates of the heritability of and sexual selection for height, a population genetics model was created to explore the rapid evolution in height. This paper expands upon previous quantitative genetics models of population height increases by factoring in cultural changes that affected the expression of an evolved mate preference for height. A non-linear difference equation model was generated which included sexual selection pressures, heritability statistics, and quantified measures of gender equality. For each of the countries examined, my model yields estimates of average population height increases that closely fit observed height changes. Results suggest that changes in cultural norms in the late 19th century in Sweden and Portugal unmasked an innate mate selection preference for height. Increased freedom of mate selection led to a period of average population height increase that is attributable in part to sexual selection. This new model of changes in human height, by incorporating psychological and cultural factors, more accurately accounts for the changes in European height during this era than do previous accounts based on improved nutrition and health alone. ; Thesis (M.A.)--Humboldt State University, Academic Research: Biological Psychology, 2010",Evolution ; Humboldt State University -- Theses -- Psychology ; Human height ; Mate selection ; Portugal ; Sweden,2010,campus:Humboldt,Cal Poly Humboldt Special Collections,https://scholarworks.calstate.edu/downloads/ww72bd61m?file=thumbnail,http://hdl.handle.net/2148/624
"School-based assessment, classification, and intervention of neurodevelopmental disorders","The present paper outlines the author's portfolio product completed in partial fulfillment of the requirements for the degree of Master of Arts in Psychology: School Psychology, focused on neurodevelopmental disorders (NDDs). Approximately 15% of children in the United States have a diagnosed NDD, many of whom require special services. Although special education services exist to provide these services, the prognosis of students with NDDs is far from perfect. It has been argued that a lack of evidence based practices (EBP) in the identification and treatment of students with NDDs has contributed to this reality. Due to the nature of our training, school psychologists are in a prime position to make sure that EBPs are implemented. The portfolio products summarized within demonstrate the author's competence in the National Association of School Psychologists (NASP) and the California Commission on Teacher Credentialing (CCTC) training standards. These products provide examples of contemporary cognitive assessment as it relates to the identification of Dyslexia, differential identification of Autism and Intellectual Disabilities, Attention Deficit Hyperactivity Disorder (ADHD) assessment and intervention, assessment with diverse families, and reading interventions with at-risk Kindergarteners. The author concludes with practical recommendations for school psychologists who strive to implement EBPs in their work within the school setting. ; Project (M.A.)--Humboldt State University, Psychology: School Psychology, 2016",Autism ; School psychology ; Anxiety ; Intellectual disability ; Cognitive assessment ; Neuropsycholgy ; Specific learning disability ; Child development ; Response to intervention ; Dyslexia ; ADHD ; Disability ; Cross battery assessment ; Humboldt State University -- Projects -- Psychology ; Neurodevelopmental ; Best practices,2016,campus:Humboldt,Cal Poly Humboldt Special Collections,https://scholarworks.calstate.edu/downloads/qf85nd546?file=thumbnail,http://hdl.handle.net/10211.3/176133
"Lovato learning: a guide for interactive, differential instruction in a high school remedial math class","The implementation of different instructional strategies and their affects on student attitudes toward learning will be investigated in two Northern Humboldt High School remedial math classes. The study explores and analyzes different types of pedagogy and their affects on student's attitudes toward learning. The research is a sample of convenience conducted in Algebra 1b classes on one of the campuses of a joint high school district. The sample includes approximately sixty students whose parents have given consent to participate in the study. An 18-item, Likert-type questionnaire along with four demographic questions were developed, piloted and implemented in the Algebra 1b classes. A multi-variate analysis was employed as the quantitative and qualitative measure for comparing student attitudes and the type of pedagogy being presented. The results of the study may have implications for teacher education in a variety of instructional strategies to best meet the needs of students. Part of this study will compare and analyze traditional instructional techniques to an instructional resource developed as a Masters project and entitled, Lovato Learning: A Guide for Interactive, Differential Instruction in a Remedial Math Class. The implication of this study and development of the instruction resource may lead to further investigation in this field of education. ; application/pdf ; Project (M.A.)--Humboldt State University, Education, 2006",Differential instruction ; High school ; Lovato learning ; Remedial mathematics ; Humboldt State University -- Theses -- Education,2006,campus:Humboldt,Cal Poly Humboldt Special Collections,https://scholarworks.calstate.edu/downloads/jq085n393?file=thumbnail,http://hdl.handle.net/2148/228
Supporting effective implementation of AB12: providing web-based trauma informed resources to Youth Service Bureau case managers serving former foster youth,"Youth aging out of foster care are a vulnerable population who often lack the emotional and financial support needed to succeed in the transition to independent adulthood. Assembly Bill 12 (AB 12) was signed into law in September 2010 as a means to improve the outcomes of foster care by providing extended support for youth who qualify under the bill. The Youth Service Bureau is in process of getting licensed as a Transitional Housing Plus Foster Care (THP+FC) Provider. This will allow YSB to receive the funding made available to support AB12 youth in Humboldt County. The purpose of this project is the creation of a website for case managers working with AB12 youth. The website will help case managers to prepare and engage in the effective implementation of AB12 and the THP+FC program regardless of their educational background, experience with these programs or time working at the Youth Service Bureau. THP+FC programs are geared toward a population that has experienced trauma, the website also provides easily accessed essential information about trauma informed and positive youth development approaches. The website also facilitates the ability of the Youth Service Bureau and its case managers to document experience and knowledge regarding the implementation of the THP+FC program and to continuously update and improve website content. ; Project (M.S.W.)--Humboldt State University, Social Work, 2015",Youth Service Bureau ; Implementation of AB12 ; Former foster youth ; Case management website ; Humboldt State University -- Projects -- Social Work ; Trauma informed,2015,campus:Humboldt,Cal Poly Humboldt Special Collections,https://scholarworks.calstate.edu/downloads/4f16c5279?file=thumbnail,http://hdl.handle.net/10211.3/142770
Advocacy as humanitarian politics : toward a broader conception of humanitarian action,"Advocacy in the humanitarian field has historically taken a back seat to relief operations, and for good reason: the central imperatives governing humanitarian action—access (to populations in need) and security (of one's teams in the field)—also limit humanitarian advocacy. Bedrock humanitarian principles such as neutrality, impartiality, and humanity ensure that humanitarian interventions are non-political (impartial), but also limit the scope of political activities like advocacy available to relief NGOs. This international division of humanitarian labor—with relief NGOs focused on needs-based assistance while political actors focus on the political work of resolving crises—has been unraveling in the post-Cold War world, forcing the relief community to reconsider its relationship with political action and its engagement with the so-called political world. This study argues that humanitarian advocacy is now indispensable to humanitarian action, and that relief NGOs must view advocacy as a vehicle for ""operating in broader political arenas, while maintaining the core values of humanity and impartiality that make humanitarianism a distinct and valuable form of politics"" (Leader 2000: 4). The relief community can no longer limit itself to service delivery alone: investing in advocacy is the only way to safeguard humanitarian values, effectively engage political actors, and ensure humanitarian outcomes for vulnerable populations around the world. ; Thesis (M.A.)--Humboldt State University, Social Sciences: Globalization and the Environment, 2006 ; application/pdf",Humanitarian politics ; Humboldt State University -- Theses -- Environment and Community ; Advocacy,2006,campus:Humboldt,Cal Poly Humboldt Special Collections,https://scholarworks.calstate.edu/downloads/c821gm90k?file=thumbnail,http://hdl.handle.net/2148/147
Spatial and temporal variability in baseflow and stream drying in the Mattole River headwaters,"Pronounced seasonality in rainfall and consequently streamflow are natural components of a Mediterranean climate, and increases in human population, water use, and climate change have the potential to further increase water stress and scarcity in Mediterranean ecosystems in coming decades. Despite the importance of dry-season streamflow to aquatic ecosystems, our current understanding of the landscape features that exert dominant controls on baseflow generation remains limited. This study used repeated synoptic measurements of streamflow and surveys of the extent of dry reaches in small streams (DA 5.5 km2) in coastal Northern California to characterize variability in baseflow and patterns of reach drying, and to explore correlations of streamflow with basin characteristics. A nearby continuously recording streamgage was used as an index gage to calculate exceedence flows and to allow for the comparison of tributary flows measured on multiple dates. At 72-96% exceedence flows at the downstream gage, measured tributary yields ranged from 0.23 to 0.00 mm day-1. Tributary unit-area yields varied widely, and this variation increased as flows declined to near-zero at most sites. In nested basins, downstream declines in both discharge and unit-area yield were common, especially at the driest conditions encountered. In some salmonid-bearing streams, riffles lacked surface flow for at least 25% of the year. Most reaches showed no clear tendency towards ""drying down"" or ""drying up"". Instead drying appeared to emanate from dry ""nodes"" in the reach, and proceeded both upstream and downstream from that node as flows decreased. A specific discharge of 0.1 mm day-1is sufficient at either the upstream or downstream end of the surveyed reaches to maintain connected flow throughout the reach, although the relationship between flow and dry reach extent was highly variable. While the strength of correlations varied, in general basins with greater summer flow and a slower baseflow recession had steeper slopes, higher elevations, less flat ground and narrower valleys, more dissected and strongly convergent topography, and more precipitation. The magnitude of difference in water yield among basins was much greater than the difference in precipitation, suggesting that flow differences were the result of a combination of differences in basin water inputs, storage capacity, and routing. The positive correlation between basin steepness and flow is likely attributable to the key role of the thickness of the weathered bedrock layer in water storage, and more rapid bedrock weathering in steeper basins with higher rates of uplift resulting in greater basin storage capacity. Differences in internal plumbing within these basins potentially sets limits on their potential for baseflow increases resulting from management actions. However, the relationship between streamflow and the extent of dry channel in the study streams also demonstrates that even small changes in flow can lead to large changes in longitudinal connectivity of the channel network and habitat availability. Study results show that basins within a small geographic area (85 km2) and with fairly similar geology, vegetation, and topography may generate widely differing amounts of baseflow, independent of diversions and consumptive water use. Conversely, streams with naturally low baseflows are particularly susceptible to water diversion. The summer- rearing potential of basins with naturally higher baseflow per unit area will have greater resiliency to climate change effects, and preserving and enhancing habitat in these basins should be a priority. These results also suggests that in similar geologies low-gradient streams essential for coho salmon rearing may be particularly susceptible to climate change or water diversions that reduce streamflow. ; Thesis (M.S.)--Humboldt State University, Natural Resources: Forestry, Watershed &amp; Wildland Sciences, 2015",Streams ; Watershed geomorphology ; Baseflow ; Stream fragmentation ; Watershed ; Streamflow recession ; Humboldt State University -- Theses -- Natural Resources ; Low flow ; Climate change,2015,campus:Humboldt,Cal Poly Humboldt Special Collections,https://scholarworks.calstate.edu/downloads/j6731599z?file=thumbnail,http://hdl.handle.net/10211.3/163182
The Carpatho-Rusyn immigrants of Pennsylvania's steel mills (1880-1920),"This thesis is comprised of two parts. The first part is a historiography concerning Carpatho-Rusyns in Europe and Carpatho-Rusyn immigrants in the steel mill towns and cities of Pennsylvania (1880-1920). The second part is a collection of several weeks of lesson plans concerning immigration in general, with applications to the primary grade classroom. Until the mid-1970s very few historical studies addressed the topic of East Central European immigrants and their experiences in America. However, over the last twenty-five to thirty years there has been a slight increase in the number of studies involving these ""second boat"" immigrants. Early accounts stereotypically perceived them to be poor, ignorant, religiously different, shiftless, alcoholic and dull. Using relatively recent studies, this historiography will give a more accurate, three-dimensional, complex and humane picture of these unique and noteworthy people. Although East Central European immigrants will be addressed to some degree in generalities, this paper will narrow the larger group of East Central European immigrants down to a more specific group of about 250,000 people called Carpatho-Rusyns who immigrated primarily to Pennsylvania. Carpatho-Rusyns were an ethnically and linguistically distinct people from the Carpathian Mountain region of the Austro-Hungarian Empire district of Galicia. The Rusyns will be examined in their homeland and then studied as they worked and lived their lives in the steel mill towns and cities of Pennsylvania from 1880 to 1920. The lesson plans will be more general in terms of immigration, although particularly involving the Statue of Liberty, Ellis Island, non-European (and Native American) immigration, local history, and individual student immigrant ancestors. ; application/pdf ; Thesis (M.A.)--Humboldt State University, Social Science, Emphasis, Teaching American History, 2006.",Immigrants ; Carpatho-Rusyn ; Humboldt State University -- Theses -- Teaching American History ; Humboldt State University -- Theses -- Social Science ; Pennsylvania ; Steel mills,2006,campus:Humboldt,Cal Poly Humboldt Special Collections,https://scholarworks.calstate.edu/downloads/z890rw556?file=thumbnail,http://hdl.handle.net/2148/53
Let's Go Home (Yurok),"A Yurok vocabulary book, with illustrations, that details the processes of preparing basic plants in Northwest California Indian culture. ; Learning Object",Indian languages ; Humboldt State University ; Karuk ; Native Language and Culture Project ; Native American ; Yurok vocabulary ; Center for Indian Community Development ; Hoopa ; Hupa ; Yurok ; CICD ; California Indians ; HSU ; UNIFON ; Wiyot ; Yurok Natural Resources Dictionary ; Tolowa ; CCD ; Center for Community Development ; Bilingual Emphasis Program,1986,campus:Humboldt,Cal Poly Humboldt Special Collections,https://scholarworks.calstate.edu/downloads/c534fr10m?file=thumbnail,http://hdl.handle.net/2148/1304
The role of intergroup threat in attitudes toward same-sex marriage and its beneficiaries,"This study investigated the relationship between perceptions of threat and attitudes toward same-sex marriage from the framework of intergroup threat theory (ITT). Intergroup threat theory postulates that outgroup prejudice and discrimination are driven by threats to the ingroup. Threats in ITT include realistic threat (i.e., perceived impediments to ingroup welfare), symbolic threat (i.e., threats to the integrity of ingroup worldview), and intergroup anxiety. As a set, threats explained 84% of the variance in policy attitudes and 67% of the variance in beneficiary attitudes. Symbolic threat was most strongly tied to policy opposition, followed by intergroup anxiety and realistic threat. Prejudice toward beneficiaries of same-sex marriage was predicted by symbolic threat and intergroup anxiety, but not realistic threat. This work supported the prediction that stronger perceptions of intergroup threat are associated with greater resistance to same-sex marriage and more prejudiced attitudes toward its beneficiaries. Implications and directions for future research are discussed. ; Thesis (M.A.)--Humboldt State University, Psychology: Academic Research, 2011",Humboldt State University -- Theses -- Psychology ; Intergroup threat theory ; Intergroup threat ; Attitudes ; Same-sex marriage ; Integrated threat theory,2011,campus:Humboldt,Cal Poly Humboldt Special Collections,https://scholarworks.calstate.edu/downloads/ks65hf37d?file=thumbnail,http://hdl.handle.net/2148/710
Utilizing an ecological approach to support a diverse group of students in a variety of schools receiving assistance through the County Office of Education,"This body of work is centered on the Humboldt State University School Psychology Program's ten domains of professional knowledge and practice standards, and provides evidence of competence across all those domains. When considering an ecological approach to supporting diverse groups of students, it is essential to take into account the complex interpersonal relationships that exist for the individual child, at home, in school and in the community. In that vein, for each of the activities represented within this body of work, the approach taken to supporting the child was dependent upon the assessed individual needs of the student, identified cultural factors at home and in the community, and relevant environmental and social components within the child's school. As such, an ecological approach was utilized to determine key factors affecting typical and atypical growth and development, home/school communication and connections, and the learning environment for the individual child. Comprehensive and multi-faceted data collection, interventions, accommodations and modifications were implemented to support individual children and monitored to determine efficacy of work conducted. I regularly collaborated with school personnel to help create positive school and classroom climates to promote student success academically, emotionally and behaviorally. I used my knowledge of legal requirements and ethical guidelines to direct all of the work I conducted within the schools and with families. Products produced throughout this internship provide evidence of skill in data based decision making, consultation and collaboration, research skills and effective, creative problem solving to benefit the learning experience for individual students and the cooperative team work for staff and families. This body of work shows knowledge and sensitivity of cultural competence and diversity issues that arose during this internship as well as understanding typical and atypical development. I was able to put into practice the skill and knowledge learned throughout my graduate studies exemplifying my competence and ability to consult with school administrators, teachers, and parents, as well as conduct research and collect data to support interventions in the school setting. In conclusion, this was a comprehensive internship that allowed for a broad range of practice in a county setting. In the future I plan to continue to advocate for the delivery of comprehensive school psychologist services provided by county school psychologists. ; Project (M.A.)--Humboldt State University, Psychology: School Psychology, 2015",School psychology ; Training standards ; Ecological approach ; Humboldt State University -- Projects -- Psychology ; National Association of School Psychologists ; California Commission on Teacher Credentialing ; Practice standards,2015,campus:Humboldt,Cal Poly Humboldt Special Collections,https://scholarworks.calstate.edu/downloads/3r074x057?file=thumbnail,http://hdl.handle.net/10211.3/143315
Molecular systematics and population genetics of whale lice (Amphipoda: Cyamidae) living on gray whale islands,"Gray whales (Eschrichtius robustus) are 'living islands' to a diverse assemblage of crustacean ectoparasites that includes at least three species of highly specialized whale lice (Cyamus spp.). These lice are obligate parasites that undergo direct development on the gray-whale host, and are dependent on direct physical contact to colonize a new host whale. Given their high degree of morphological specialization and obligate relationship with whales, whale lice might be expected to have a close, long-term evolutionary association with gray whales. Such a relationship can lead to an evolutionary history of the parasite that closely mirrors that of its host and a highly correlated demographic history between the host and its parasites. Here I use a 738 base pair fragment of the mitochondrial DNA (mtDNA) cytochrome c oxidase subunit I gene (COI) gene to: (i) examine the phylogenetic relationships among, and genetic diversity within, gray-whale lice (C. scammoni, C. kessleri, and C. ceti); and (ii) to infer historical demographic patterns within each species of whale louse. Whale lice samples were collected from five different gray-whale hosts. Gray-whale lice exhibited relatively high levels of genetic diversity suggesting large effective population sizes and gene flow among different gray-whale hosts. Each species of louse was phylogenetically distinct and reciprocally monophyletic, indicating congruence between morphological and mtDNA phylogenies. The phylogeny also suggests that collectively these whale lice do not form a monophyletic group, supporting the hypothesis of independent, historical colonizations onto the gray-whale host. All louse species exhibited relatively high levels of genetic diversity. Mismatch distributions for all three gray-whale lice are consistent with long-term, stable historical population sizes and all three lineages coalesce to approximately 800,000 years before present. The polyphyletic relationships of gray-whale lice provide three independent replicates for indirectly examining the demographic history of their host, the gray whale. ; Thesis (M.A.)--Humboldt State University, Biological Sciences, 2008",Whale lice ; Gray whales ; Population genetics ; Humboldt State University -- Theses -- Biology ; Biogeography,2008,campus:Humboldt,Cal Poly Humboldt Special Collections,https://scholarworks.calstate.edu/downloads/2v23vw87z?file=thumbnail,http://hdl.handle.net/2148/431
The school psychology as a problem solver: a systems wide approach to work with high-risk and adjudicated youth,"This project presents evidence of my competency within the ten domains of professional practice and knowledge acknowledged by Humboldt State University School Psychology Program. My internship position was with a county office of education, which gave me a broad view of how psychologists move through school systems. My internship placed me into five schools/programs. Having five different placements allowed me to understand different types of students, school structures, and staff. As a county intern my role involved the identification and evaluation of students' special education related needs. I was involved in positive behavioral programing and providing consultation with teachers. I was able to work with alternative education students, whose families were generationally impoverished and gang affiliated. This gave me knowledge with working within and understanding the students and families I serve. My work with incarcerated youth taught me how to work within an established system to aid my students. My work with moderate to severe preschoolers has taught me the positive impacts of early intervention and much experience working with children on the spectrum. My work within a school for students with severe developmental disabilities has taught me how to work with medically fragile students. This project shows my navigation through these diverse school systems. There are four products that uniquely represent my internship. My products include an initial preschool assessment with a student with a suspected autism spectrum diagnosis. The student's teacher and parent disagreed on all areas of the student's abilities. Another psycho educational report demonstrated my ability to research eligibility criteria and assess a student for Specific Learning Disability using a cross battery approach. In another product, I was able to provide a staff training to increase mental health knowledge and create empathy for students. Lastly, I provided counseling services for an individual student to assist with maladaptive classroom behaviors. ; Project (M.A.)--Humboldt State University, Psychology: School Psychology, 2016",School psychology portfolio ; Adjudicated youth ; Portfolio ; Psychology portfolio ; Special education ; Humboldt State University -- Projects -- Psychology,2016,campus:Humboldt,Cal Poly Humboldt Special Collections,https://scholarworks.calstate.edu/downloads/nz806209b?file=thumbnail,http://hdl.handle.net/10211.3/176102
Locomotion patterns and heart rates of amateur ultimate frisbee players during match-play,"No research has been done on Ultimate frisbee. This study attempts to study the locomotion patterns during match-play in Ultimate. Methods: amateur Ultimate players (n = 6 cutters, 6 handlers) from a co-ed club performed the counter-movement jump, 505 and zig-zag agility, 40 m sprint and Yo-Yo Intermittent Recovery Level One tests. Locomotion patterns were recorded over two matches during a tournament using a GPS system. Intensity was recorded using HR monitors. ANOVAs were performed at the 0.0167 alpha level to identify differences between positions and genders. Results: There were no significant differences between the distance covered and time spent in the velocity bands. Heart rate zones showed no significant differences between positions and genders. Conclusion: Preliminary data shows that amateur players of different positions and genders may not have to undergo different aerobic conditioning due to the lack of differences in distance travelled and time spent in velocity bands observed in this study. ; Thesis (M.S.)--Humboldt State University, Kinesiology, 2014",Locomotion patterns ; Humboldt State University -- Theses -- Kinesiology ; Frisbee players ; Heart rates,2014,campus:Humboldt,Cal Poly Humboldt Special Collections,https://scholarworks.calstate.edu/downloads/pv63g223k?file=thumbnail,http://hdl.handle.net/2148/1896
"The range and response to domestic violence in Del Norte County, California","In 2005 California Attorney General Lockyear issued a report stating the response to domestic violence requires the close collaboration of multiple agencies in each local criminal justice system. Others have supported that finding. Additionally, the report suggested psychological functioning and treatment completion are important aspects of response. In response, this project investigated the scope of domestic violence, characteristics of batterers and victims, and systems response in Del Norte County, California. This project sought to identify traits of offenders prone to recidivism from non-completion of a batterer intervention program and what services victims receive from the collaborative action of responding agencies. This study used a mixed methods research strategy to obtain stronger and more in depth answers. This research found overrepresentation of Native Americans in batterer intervention programs, Child Welfare cases, and as victims of DV. Surveys of secondary data from the batterer program found mental health and substance abuse were problems for more than 40% of clients and over 55% had histories of alcohol abuse. Additionally, 45% of perpetrators had been past victims of domestic violence, and in over 55% of cases children were victimized by witnessing the violence or being physical assaulted. Furthermore, average income in client families was a meager $12, 627 a year suggesting poverty is a factor in domestic violence. ; Project (M.S.W.)--Humboldt State University, Social Work, 2013",General systems theory ; Community partners ; Criminal justice ; Batterer intervention ; Violence ; Domestic violence ; Humboldt State University -- Projects -- Social Work,2013,campus:Humboldt,Cal Poly Humboldt Special Collections,https://scholarworks.calstate.edu/downloads/4f16c528k?file=thumbnail,http://hdl.handle.net/2148/1502
Everyday geography in Humboldt County schools: an exploration of place-based education,"This thesis explores the use of Place-based education (PBE) in K-12 public schools. Specifically, I focused on the perceptions teachers have of PBE and the factors influencing the use of these approaches in K-12 schools. Place-based education is a cross-curricular and experientially based approach to studying any subject, providing students with an education grounded in what is familiar and forming a foundation for exploring global concepts and distant places. I relied on qualitative methods, guided by open-ended and semi-structured questioning, to interview 20 educators from eight middle schools within Humboldt County, California. This study found PBE to be a new term among K-12 educators; however, participants revealed that PBE is not a new concept. While the term is not used, participants described PBE based upon their familiarity with its associated forms, outdoor education (ODE), environmental education (EE), and service-learning (SL). Participants identified campus- and field-based resources and guest speakers as prominent place-based resources. However, a variety of administrative, logistical, and academic barriers, such as money, distance to resources, and limited classroom time hinder the use of these resources. Participants identified grant writing, collaboration with colleagues, and guest speakers as examples of strategies to overcome the barriers to using place-based resources. Although used, the community-based resources and activities described in this study are reminiscent of those used in EE, ODE, and SL, rather than PBE. Therefore, I propose four strategies to more fully implement place-based curricula in both urban and rural schools: The first is to develop a set of guiding principles that identify the goals shared among educators and community members. Second is the research and development of curricula that incorporate state standards in a place-based manner. The third strategy is to identify opportunities for pre-service and in-service training for teachers in PBE. The final strategy is to establish a community coordinator position within each school to serve as a liaison between the school and community. This study recognizes that K-12 teachers already incorporate place-based related activities in their curricula. However, these activities are sporadic and are performed by those few passionate teachers that see the importance of using place-based resources and activities. In addition, PBE is not a practice that can be achieved by schools alone. This study identifies the need to create partnerships between the schools and their surrounding communities that are missing in many contemporary schools. ; Thesis (M.A.)--Humboldt State University, Social Science: Environment and Community, 2009",Outdoor education ; Humboldt State University -- Theses -- Environment and Community ; Standards-based education ; Place-based education ; Environmental education,2009,campus:Humboldt,Cal Poly Humboldt Special Collections,https://scholarworks.calstate.edu/downloads/1r66j335g?file=thumbnail,http://hdl.handle.net/2148/512
